Time,AS26 (Uv radiation),AS27 (Evapotranspiration),AS24 (Daily rain),AS25 (Rain rate),AS20 (Humidity),AS21 (Wind speed),AS19 (Temperature)
01-01-2023 20:45:20,,,,,78.00,,22.00
01-01-2023 20:50:20,,,,,79.00,,21.70
01-01-2023 20:55:20,,,,,80.00,,
01-01-2023 21:10:20,,,,,80.00,,21.70
01-01-2023 21:15:20,,,,,81.00,,21.60
01-01-2023 21:20:20,0.00,3.38,0.00,0.00,81.00,0.00,21.50
01-01-2023 21:21:20,,,,0.00,,,
01-01-2023 21:25:20,0.00,3.38,0.00,,81.00,0.00,21.40
01-01-2023 21:30:20,,,,,80.00,,
01-01-2023 21:40:20,,,,,80.00,,21.40
01-01-2023 21:45:20,,,,,79.00,,21.30
01-01-2023 21:55:20,,,,,79.00,,21.30
01-01-2023 22:00:20,,,,,80.00,,21.20
01-01-2023 22:05:20,,,,,81.00,,21.10
01-01-2023 22:10:20,,,,,85.00,,21.20
01-01-2023 22:15:20,,,,,86.00,,21.20
01-01-2023 22:20:20,,,,,86.00,,21.10
01-01-2023 22:25:20,,,,,85.00,,21.00
01-01-2023 22:30:20,,,,,83.00,,20.90
01-01-2023 22:35:20,,,,,83.00,,20.70
01-01-2023 22:40:20,,,,,85.00,,20.60
01-01-2023 22:45:20,,,,,86.00,,20.60
01-01-2023 22:50:20,,,,,,,20.40
01-01-2023 22:55:20,,,,,86.00,,20.30
01-01-2023 23:00:20,,,,,85.00,,20.30
01-01-2023 23:05:20,,,,,,,20.20
01-01-2023 23:10:20,,,,,85.00,,
01-01-2023 23:15:20,,,,,86.00,,20.20
01-01-2023 23:20:20,0.00,3.38,0.00,0.00,85.00,0.00,20.10
01-01-2023 23:21:20,,,,0.00,,,
01-01-2023 23:25:20,0.00,3.38,0.00,,86.00,0.00,19.90
01-01-2023 23:30:20,,,,,87.00,,19.80
01-01-2023 23:35:20,,,,,87.00,,
01-01-2023 23:40:20,,,,,89.00,,
02-01-2023 00:00:20,,,,,89.00,,
02-01-2023 00:05:20,,,,,88.00,,19.80
02-01-2023 00:10:20,,3.38,,,87.00,,19.70
02-01-2023 00:15:20,,0.00,,,88.00,,19.50
02-01-2023 00:20:20,,,,,,,19.40
02-01-2023 00:25:20,,,,,,,19.30
02-01-2023 00:30:20,,,,,88.00,,19.30
02-01-2023 00:35:20,,,,,89.00,,19.20
02-01-2023 00:40:20,,,,,91.00,,19.30
02-01-2023 00:45:20,,,,,90.00,,19.30
02-01-2023 00:50:20,,,,,,,19.40
02-01-2023 00:55:20,,,,,,,19.30
02-01-2023 01:00:20,,,,,90.00,,
02-01-2023 01:05:20,,,,,92.00,,
02-01-2023 01:10:20,,,,,91.00,,19.30
02-01-2023 01:15:20,,,,,89.00,,19.20
02-01-2023 01:20:20,0.00,0.00,0.00,0.00,89.00,0.00,19.10
02-01-2023 01:21:20,,,,0.00,,,
02-01-2023 01:25:20,0.00,0.00,0.00,,89.00,0.00,19.00
02-01-2023 01:30:20,,,,,90.00,,18.90
02-01-2023 01:35:20,,,,,,,18.80
02-01-2023 01:40:20,,,,,,,18.70
02-01-2023 01:45:20,,,,,,,18.60
02-01-2023 01:50:20,,,,,90.00,,18.40
02-01-2023 01:55:20,,,,,91.00,,
02-01-2023 02:00:20,,,,,92.00,,
02-01-2023 02:05:20,,,,,92.00,,
02-01-2023 02:10:20,,,,,93.00,,18.40
02-01-2023 02:15:20,,,,,,,18.60
02-01-2023 02:20:20,,,,,93.00,,18.70
02-01-2023 02:25:20,,,,,92.00,,18.70
02-01-2023 02:30:20,,,,,91.00,,18.60
02-01-2023 02:40:20,,,,,91.00,,18.60
02-01-2023 02:45:20,,,,,92.00,0.00,18.70
02-01-2023 02:50:20,,,,,,3.00,18.80
02-01-2023 02:55:20,,,,,,6.00,18.80
02-01-2023 03:00:20,,,,,,3.00,18.90
02-01-2023 03:05:20,,,,,,8.00,
02-01-2023 03:10:20,,,,,,3.00,
02-01-2023 03:15:20,,,,,,3.00,18.90
02-01-2023 03:20:20,0.00,0.00,0.00,0.00,92.00,6.00,19.00
02-01-2023 03:21:20,,,,0.00,,,
02-01-2023 03:25:20,0.00,0.00,0.00,,92.00,0.00,19.10
02-01-2023 03:30:20,,,,,92.00,0.00,
02-01-2023 03:35:20,,,,,93.00,6.00,19.10
02-01-2023 03:40:20,,,,,92.00,4.00,19.00
02-01-2023 03:45:20,,,,,,3.00,18.90
02-01-2023 03:50:20,,,,,,0.00,18.80
02-01-2023 03:55:20,,,,,,,18.70
02-01-2023 04:00:20,,,,,92.00,,18.70
02-01-2023 04:05:20,,,,,91.00,,18.60
02-01-2023 04:10:20,,,,,,,18.60
02-01-2023 04:15:20,,,,,91.00,,18.50
02-01-2023 04:20:20,,,,,92.00,,18.40
02-01-2023 04:30:20,,,,,,,18.40
02-01-2023 04:35:20,,,,,,,18.30
02-01-2023 04:40:20,,,,,,,18.20
02-01-2023 04:45:20,,,,,92.00,,
02-01-2023 04:50:20,,,,,93.00,,
02-01-2023 04:55:20,,,,,,,18.20
02-01-2023 05:00:20,,,,,,,18.10
02-01-2023 05:10:20,,,,,,,18.10
02-01-2023 05:15:20,,,,,,,18.00
02-01-2023 05:20:20,0.00,0.00,0.00,0.00,93.00,0.00,18.00
02-01-2023 05:21:20,,,,0.00,,,
02-01-2023 05:25:20,0.00,0.00,0.00,,93.00,0.00,17.90
02-01-2023 05:55:20,,,,,93.00,,17.90
02-01-2023 06:00:20,,,,,94.00,,18.00
02-01-2023 06:05:20,,,,,94.00,,18.10
02-01-2023 06:10:20,,,,,93.00,,18.00
02-01-2023 06:15:20,,,,,92.00,,17.90
02-01-2023 06:20:20,,,,,92.00,,17.80
02-01-2023 06:25:20,,,,,91.00,,17.80
02-01-2023 06:30:20,,,,,92.00,,17.70
02-01-2023 06:35:20,,,,,93.00,,17.60
02-01-2023 06:55:20,,,,,93.00,,17.60
02-01-2023 07:00:20,,,,,92.00,,17.50
02-01-2023 07:05:20,,,,,92.00,,17.30
02-01-2023 07:10:20,,,,,93.00,,17.40
02-01-2023 07:15:20,,,,,94.00,,17.50
02-01-2023 07:20:20,0.00,0.00,0.00,0.00,94.00,0.00,17.60
02-01-2023 07:21:20,,,,0.00,,,
02-01-2023 07:25:20,0.00,0.00,0.00,,94.00,0.00,17.70
02-01-2023 07:30:20,,,,,,,17.80
02-01-2023 07:35:20,,,,,94.00,,17.90
02-01-2023 07:40:20,,,,,93.00,,18.10
02-01-2023 07:45:20,,,,,90.00,,18.20
02-01-2023 07:50:20,,,,,88.00,,18.40
02-01-2023 07:55:20,,,,,86.00,,18.70
02-01-2023 08:00:20,,,,,85.00,,19.00
02-01-2023 08:05:20,,,,,84.00,0.00,19.30
02-01-2023 08:10:20,,,,,81.00,4.00,19.70
02-01-2023 08:15:20,,,,,80.00,6.00,19.90
02-01-2023 08:20:20,,,,,79.00,1.00,20.20
02-01-2023 08:25:20,0.00,,,,78.00,4.00,20.40
02-01-2023 08:30:20,0.70,,,,76.00,8.00,20.60
02-01-2023 08:35:20,0.80,,,,75.00,6.00,20.90
02-01-2023 08:40:20,1.00,,,,76.00,8.00,21.20
02-01-2023 08:45:20,1.10,,,,73.00,1.00,21.40
02-01-2023 08:50:20,1.20,,,,71.00,8.00,21.70
02-01-2023 08:55:20,1.30,,,,72.00,4.00,21.90
02-01-2023 09:00:20,1.50,,,,70.00,3.00,22.30
02-01-2023 09:05:20,1.60,,,,69.00,4.00,22.60
02-01-2023 09:10:20,1.70,0.00,,,68.00,8.00,22.80
02-01-2023 09:15:20,1.80,0.15,,,67.00,1.00,23.10
02-01-2023 09:20:20,1.80,0.15,0.00,0.00,67.00,3.00,23.20
02-01-2023 09:21:20,,,,0.00,,,
02-01-2023 09:25:20,1.90,0.15,0.00,,66.00,6.00,23.60
02-01-2023 09:30:20,2.10,,,,63.00,3.00,23.80
02-01-2023 09:35:20,2.20,,,,62.00,6.00,23.90
02-01-2023 09:40:20,2.30,,,,62.00,4.00,24.20
02-01-2023 09:45:20,2.30,,,,63.00,9.00,24.30
02-01-2023 09:50:20,2.40,,,,65.00,11.00,24.40
02-01-2023 09:55:20,2.50,,,,64.00,9.00,24.40
02-01-2023 10:00:20,2.40,,,,63.00,12.00,24.30
02-01-2023 10:05:20,2.50,,,,63.00,6.00,24.40
02-01-2023 10:10:20,2.50,0.15,,,64.00,14.00,24.40
02-01-2023 10:15:20,2.70,0.46,,,63.00,11.00,24.30
02-01-2023 10:20:20,2.70,,,,63.00,9.00,24.30
02-01-2023 10:25:20,3.10,,,,60.00,8.00,24.60
02-01-2023 10:30:20,3.50,,,,61.00,12.00,24.70
02-01-2023 10:35:20,3.70,,,,58.00,8.00,25.10
02-01-2023 10:40:20,3.70,,,,59.00,3.00,25.20
02-01-2023 10:45:20,3.80,,,,59.00,9.00,25.40
02-01-2023 10:50:20,3.10,,,,56.00,9.00,25.80
02-01-2023 10:55:20,4.00,,,,56.00,4.00,25.90
02-01-2023 11:00:20,4.10,,,,55.00,8.00,26.00
02-01-2023 11:05:20,4.20,,,,57.00,11.00,26.10
02-01-2023 11:10:20,3.40,0.46,,,54.00,1.00,26.30
02-01-2023 11:15:20,4.40,0.91,,,,11.00,
02-01-2023 11:20:20,4.50,0.91,0.00,0.00,54.00,8.00,26.30
02-01-2023 11:21:20,,,,0.00,,,
02-01-2023 11:25:20,4.60,0.91,0.00,,54.00,6.00,26.30
02-01-2023 11:30:20,4.40,,,,53.00,8.00,26.60
02-01-2023 11:35:20,2.90,,,,54.00,11.00,
02-01-2023 11:40:20,3.10,,,,,9.00,26.60
02-01-2023 11:45:20,3.30,,,,54.00,8.00,26.70
02-01-2023 11:50:20,,,,,53.00,12.00,27.00
02-01-2023 11:55:20,3.30,,,,53.00,12.00,26.90
02-01-2023 12:00:20,3.20,,,,54.00,9.00,26.70
02-01-2023 12:05:20,3.40,,,,,3.00,26.70
02-01-2023 12:10:20,3.50,0.91,,,,3.00,26.80
02-01-2023 12:15:20,4.30,1.35,,,,8.00,27.10
02-01-2023 12:20:20,4.50,,,,54.00,8.00,27.20
02-01-2023 12:25:20,3.70,,,,53.00,11.00,27.10
02-01-2023 12:30:20,3.40,,,,55.00,1.00,
02-01-2023 12:35:20,3.20,,,,54.00,8.00,
02-01-2023 12:40:20,3.10,,,,,1.00,27.10
02-01-2023 12:45:20,3.10,,,,54.00,3.00,27.20
02-01-2023 12:50:20,3.00,,,,53.00,6.00,27.20
02-01-2023 12:55:20,3.00,,,,54.00,9.00,27.40
02-01-2023 13:00:20,2.90,,,,53.00,6.00,27.50
02-01-2023 13:05:20,2.80,,,,55.00,3.00,27.60
02-01-2023 13:10:20,2.90,1.35,,,53.00,8.00,27.50
02-01-2023 13:15:20,3.20,1.68,,,53.00,9.00,27.60
02-01-2023 13:20:20,3.30,1.68,0.00,0.00,52.00,9.00,27.70
02-01-2023 13:21:20,,,,0.00,,,
02-01-2023 13:25:20,3.70,1.68,0.00,,54.00,4.00,27.80
02-01-2023 13:30:20,3.70,,,,53.00,9.00,27.90
02-01-2023 13:35:20,3.60,,,,52.00,6.00,28.00
02-01-2023 13:40:20,3.40,,,,,1.00,28.10
02-01-2023 13:45:20,3.40,,,,52.00,9.00,28.10
02-01-2023 13:50:20,3.00,,,,54.00,9.00,28.30
02-01-2023 13:55:20,3.00,,,,53.00,3.00,28.20
02-01-2023 14:00:20,3.30,,,,52.00,,28.30
02-01-2023 14:05:20,2.50,,,,,3.00,28.30
02-01-2023 14:10:20,2.90,1.68,,,,9.00,28.20
02-01-2023 14:15:20,2.90,2.01,,,,12.00,28.30
02-01-2023 14:20:20,3.30,,,,,3.00,28.20
02-01-2023 14:25:20,3.60,,,,,6.00,28.40
02-01-2023 14:30:20,2.90,,,,52.00,6.00,28.70
02-01-2023 14:35:20,2.40,,,,51.00,8.00,28.50
02-01-2023 14:40:20,3.20,,,,52.00,3.00,28.60
02-01-2023 14:45:20,3.10,,,,51.00,11.00,28.80
02-01-2023 14:50:20,2.40,,,,52.00,6.00,29.10
02-01-2023 14:55:20,2.20,,,,51.00,6.00,28.70
02-01-2023 15:00:20,2.10,,,,52.00,8.00,28.50
02-01-2023 15:05:20,2.40,,,,52.00,8.00,28.40
02-01-2023 15:10:20,2.30,2.01,,,53.00,1.00,28.70
02-01-2023 15:15:20,2.20,2.34,,,50.00,8.00,28.90
02-01-2023 15:20:20,1.90,2.34,0.00,0.00,50.00,11.00,29.10
02-01-2023 15:21:20,,,,0.00,,,
02-01-2023 15:25:20,1.70,2.34,0.00,,50.00,3.00,28.90
02-01-2023 15:30:20,1.50,,,,51.00,8.00,28.80
02-01-2023 15:35:20,1.40,,,,51.00,9.00,28.50
02-01-2023 15:40:20,1.60,,,,52.00,8.00,28.40
02-01-2023 15:45:20,1.50,,,,,6.00,28.60
02-01-2023 15:50:20,1.40,,,,,11.00,28.80
02-01-2023 15:55:20,1.30,,,,,8.00,28.90
02-01-2023 16:00:20,1.30,,,,52.00,8.00,
02-01-2023 16:05:20,1.20,,,,53.00,12.00,28.90
