Time,AS26 (Uv radiation),AS27 (Evapotranspiration),AS24 (Daily rain),AS25 (Rain rate),AS20 (Humidity),AS21 (Wind speed),AS19 (Temperature)
1/1/2023 9:30,2.1,,,,64,3,23
1/1/2023 9:35,2.2,,,,64,1,23.3
1/1/2023 9:40,2.4,,,,62,6,23.5
1/1/2023 9:45,2.5,,,,62,3,23.6
1/1/2023 9:50,2.6,,,,61,6,23.8
1/1/2023 9:55,2.8,,,,,1,23.8
1/1/2023 10:00,2.9,,,,,4,24
1/1/2023 10:05,3,,,,61,8,24.2
1/1/2023 10:10,3.1,0.15,,,60,3,24.3
1/1/2023 10:15,3.2,0.51,,,59,6,24.6
1/1/2023 10:20,3.3,,,,58,3,24.7
1/1/2023 10:25,3.4,,,,57,9,24.9
1/1/2023 10:30,3.5,,,,57,8,25
1/1/2023 10:35,3.7,,,,58,1,25.3
1/1/2023 10:40,3.8,,,,56,8,25.3
1/1/2023 10:45,3.9,,,,56,1,25.2
1/1/2023 10:50,3.1,,,,55,6,
1/1/2023 10:55,4,,,,55,11,25.2
1/1/2023 11:00,4.2,,,,56,3,25.4
1/1/2023 11:05,4.3,,,,56,6,25.8
1/1/2023 11:10,3.3,0.51,,,54,3,25.9
1/1/2023 11:15,4.5,0.94,,,55,11,
1/1/2023 11:20,4.5,0.94,0,0,53,8,25.9
1/1/2023 11:21,,,,0,,,
1/1/2023 11:25,4.6,0.94,0,,55,1,26
1/1/2023 11:30,4.3,,,,55,4,26.2
1/1/2023 11:35,2.8,,,,52,6,26.3
1/1/2023 11:40,,,,,53,9,26.6
1/1/2023 11:45,,,,,51,11,26.6
1/1/2023 11:50,,,,,52,3,26.5
1/1/2023 11:55,,,,,51,9,26.6
1/1/2023 12:00,,,,,51,3,26.6
1/1/2023 12:05,2.8,,,,52,1,26.8
1/1/2023 12:10,4.3,0.94,,,50,8,
1/1/2023 12:15,4.6,1.47,,,51,12,26.8
1/1/2023 12:20,4.8,,,,51,9,26.9
1/1/2023 12:25,4.9,,,,50,11,26.9
1/1/2023 12:30,5,,,,52,3,27.1
1/1/2023 12:35,,,,,49,12,27.2
1/1/2023 12:40,5,,,,50,9,27.3
1/1/2023 12:45,4.9,,,,49,11,27.2
1/1/2023 12:50,5,,,,49,9,27.2
1/1/2023 12:55,4.9,,,,50,8,27.3
1/1/2023 13:00,4.8,,,,49,9,27.4
1/1/2023 13:05,4.7,,,,48,6,27.6
1/1/2023 13:10,4.6,1.47,,,47,9,27.4
1/1/2023 13:15,4.5,1.91,,,49,9,27.5
1/1/2023 13:20,4.5,1.91,0,0,49,12,27.7
1/1/2023 13:21,,,,0,,,
1/1/2023 13:25,4.6,1.91,0,,48,4,27.8
1/1/2023 13:30,4.6,,,,,14,28.1
1/1/2023 13:35,4.4,,,,48,9,28
1/1/2023 13:40,4.4,,,,46,8,27.9
1/1/2023 13:45,4.3,,,,47,3,27.9
1/1/2023 13:50,4.2,,,,48,12,28.1
1/1/2023 13:55,4.1,,,,47,9,
1/1/2023 14:00,3.9,,,,48,3,28.1
1/1/2023 14:05,3.8,,,,47,8,28.2
1/1/2023 14:10,3.7,1.91,,,46,11,28.3
1/1/2023 14:15,3.4,2.24,,,47,9,28.3
1/1/2023 14:20,3.5,,,,46,12,28.6
1/1/2023 14:25,3.4,,,,46,8,28.5
1/1/2023 14:30,3.2,,,,44,11,28.6
1/1/2023 14:35,3.1,,,,45,8,28.4
1/1/2023 14:40,3,,,,45,9,28.6
1/1/2023 14:45,2.9,,,,46,12,
1/1/2023 14:50,2.8,,,,47,12,28.6
1/1/2023 14:55,2.7,,,,45,14,28.7
1/1/2023 15:00,2.6,,,,,9,28.5
1/1/2023 15:05,2.5,,,,,8,28.6
1/1/2023 15:10,2.4,2.24,,,45,9,28.5
1/1/2023 15:15,2.3,2.67,,,44,8,28.7
1/1/2023 15:20,2.1,2.67,0,0,44,6,28.5
1/1/2023 15:21,,,,0,,,
1/1/2023 15:25,2.1,2.67,0,,43,11,28.8
1/1/2023 15:30,1.9,,,,43,8,28.9
1/1/2023 15:35,1.8,,,,44,12,28.8
1/1/2023 15:40,1.7,,,,44,12,28.8
1/1/2023 15:45,1.6,,,,43,11,28.7
1/1/2023 15:50,1.5,,,,43,9,28.8
1/1/2023 15:55,1.4,,,,44,3,28.8
1/1/2023 16:00,1.3,,,,44,6,28.9
1/1/2023 16:05,1.2,,,,45,12,
1/1/2023 16:10,1.1,2.67,,,44,14,28.9
1/1/2023 16:15,1,3.02,,,42,12,28.8
1/1/2023 16:20,0.9,,,,43,11,28.8
1/1/2023 16:25,0.9,,,,,8,28.7
1/1/2023 16:30,0.8,,,,,4,28.7
1/1/2023 16:35,0.7,,,,,8,28.8
1/1/2023 16:40,0.6,,,,43,1,28.7
1/1/2023 16:45,0.6,,,,44,8,28.7
1/1/2023 16:50,0.5,,,,45,9,28.6
1/1/2023 16:55,0,,,,,9,28.4
1/1/2023 17:00,,,,,,1,28.3
1/1/2023 17:05,,,,,45,6,
1/1/2023 17:10,,3.02,,,44,4,28.3
1/1/2023 17:15,,3.23,,,44,6,28.1
1/1/2023 17:20,0,3.23,0,0,46,6,27.9
1/1/2023 17:21,,,,0,,,
1/1/2023 17:25,0,3.23,0,,47,6,27.8
1/1/2023 17:30,,,,,50,3,27.6
1/1/2023 17:35,,,,,51,8,27.3
1/1/2023 17:40,,,,,52,6,27.1
1/1/2023 17:45,,,,,54,6,26.8
1/1/2023 17:50,,,,,54,4,26.6
1/1/2023 17:55,,,,,55,3,26.2
1/1/2023 18:00,,,,,58,3,25.9
1/1/2023 18:05,,,,,63,6,25.6
1/1/2023 18:10,,3.23,,,64,8,25.1
1/1/2023 18:15,,3.3,,,,6,24.8
1/1/2023 18:20,,,,,64,,24.7
1/1/2023 18:25,,,,,65,,24.6
1/1/2023 18:30,,,,,66,6,24.4
1/1/2023 18:35,,,,,,8,24.3
1/1/2023 18:40,,,,,66,9,24.3
1/1/2023 18:45,,,,,67,8,24.2
1/1/2023 18:50,,,,,68,9,24.1
1/1/2023 18:55,,,,,69,6,24.1
1/1/2023 19:00,,,,,,6,23.9
1/1/2023 19:05,,,,,,4,23.8
1/1/2023 19:10,,3.3,,,69,6,23.7
1/1/2023 19:15,,3.35,,,70,3,23.6
1/1/2023 19:20,0,3.35,0,,71,4,23.5
1/1/2023 19:21,,,,0,,,
1/1/2023 19:22,,,,0,,,
1/1/2023 19:25,0,3.35,0,,72,6,23.3
1/1/2023 19:30,,,,,,4,23.2
1/1/2023 19:35,,,,,72,3,23.1
1/1/2023 19:40,,,,,73,,23
1/1/2023 19:45,,,,,,,22.9
1/1/2023 19:50,,,,,,,22.9
1/1/2023 19:55,,,,,73,,22.8
1/1/2023 20:00,,,,,74,,22.7
1/1/2023 20:05,,,,,75,,22.6
1/1/2023 20:10,,3.35,,,,3,22.6
1/1/2023 20:15,,3.38,,,,1,22.5
1/1/2023 20:20,,,,,,3,22.5
1/1/2023 20:25,,,,,75,1,22.4
1/1/2023 20:30,,,,,76,0,22.3
1/1/2023 20:35,,,,,76,,22.3
1/1/2023 20:40,,,,,77,,22.2
1/1/2023 20:45,,,,,78,,22
1/1/2023 20:50,,,,,79,,21.7
1/1/2023 20:55,,,,,80,,
1/1/2023 21:10,,,,,80,,21.7
1/1/2023 21:15,,,,,81,,21.6
1/1/2023 21:20,0,3.38,0,0,81,0,21.5
1/1/2023 21:21,,,,0,,,
1/1/2023 21:25,0,3.38,0,,81,0,21.4
1/1/2023 21:30,,,,,80,,
1/1/2023 21:40,,,,,80,,21.4
1/1/2023 21:45,,,,,79,,21.3
1/1/2023 21:55,,,,,79,,21.3
1/1/2023 22:00,,,,,80,,21.2
1/1/2023 22:05,,,,,81,,21.1
1/1/2023 22:10,,,,,85,,21.2
1/1/2023 22:15,,,,,86,,21.2
1/1/2023 22:20,,,,,86,,21.1
1/1/2023 22:25,,,,,85,,21
1/1/2023 22:30,,,,,83,,20.9
1/1/2023 22:35,,,,,83,,20.7
1/1/2023 22:40,,,,,85,,20.6
1/1/2023 22:45,,,,,86,,20.6
1/1/2023 22:50,,,,,,,20.4
1/1/2023 22:55,,,,,86,,20.3
1/1/2023 23:00,,,,,85,,20.3
1/1/2023 23:05,,,,,,,20.2
1/1/2023 23:10,,,,,85,,
1/1/2023 23:15,,,,,86,,20.2
1/1/2023 23:20,0,3.38,0,0,85,0,20.1
1/1/2023 23:21,,,,0,,,
1/1/2023 23:25,0,3.38,0,,86,0,19.9
1/1/2023 23:30,,,,,87,,19.8
1/1/2023 23:35,,,,,87,,
1/1/2023 23:40,,,,,89,,
2/1/2023 0:00,,,,,89,,
2/1/2023 0:05,,,,,88,,19.8
2/1/2023 0:10,,3.38,,,87,,19.7
2/1/2023 0:15,,0,,,88,,19.5
2/1/2023 0:20,,,,,,,19.4
2/1/2023 0:25,,,,,,,19.3
2/1/2023 0:30,,,,,88,,19.3
2/1/2023 0:35,,,,,89,,19.2
2/1/2023 0:40,,,,,91,,19.3
2/1/2023 0:45,,,,,90,,19.3
2/1/2023 0:50,,,,,,,19.4
2/1/2023 0:55,,,,,,,19.3
2/1/2023 1:00,,,,,90,,
2/1/2023 1:05,,,,,92,,
2/1/2023 1:10,,,,,91,,19.3
2/1/2023 1:15,,,,,89,,19.2
2/1/2023 1:20,0,0,0,0,89,0,19.1
2/1/2023 1:21,,,,0,,,
2/1/2023 1:25,0,0,0,,89,0,19
2/1/2023 1:30,,,,,90,,18.9
2/1/2023 1:35,,,,,,,18.8
2/1/2023 1:40,,,,,,,18.7
2/1/2023 1:45,,,,,,,18.6
2/1/2023 1:50,,,,,90,,18.4
2/1/2023 1:55,,,,,91,,
2/1/2023 2:00,,,,,92,,
2/1/2023 2:05,,,,,92,,
2/1/2023 2:10,,,,,93,,18.4
2/1/2023 2:15,,,,,,,18.6
2/1/2023 2:20,,,,,93,,18.7
2/1/2023 2:25,,,,,92,,18.7
2/1/2023 2:30,,,,,91,,18.6
2/1/2023 2:40,,,,,91,,18.6
2/1/2023 2:45,,,,,92,0,18.7
2/1/2023 2:50,,,,,,3,18.8
2/1/2023 2:55,,,,,,6,18.8
2/1/2023 3:00,,,,,,3,18.9
2/1/2023 3:05,,,,,,8,
2/1/2023 3:10,,,,,,3,
2/1/2023 3:15,,,,,,3,18.9
2/1/2023 3:20,0,0,0,0,92,6,19
2/1/2023 3:21,,,,0,,,
2/1/2023 3:25,0,0,0,,92,0,19.1
2/1/2023 3:30,,,,,92,0,
2/1/2023 3:35,,,,,93,6,19.1
2/1/2023 3:40,,,,,92,4,19
2/1/2023 3:45,,,,,,3,18.9
2/1/2023 3:50,,,,,,0,18.8
2/1/2023 3:55,,,,,,,18.7
2/1/2023 4:00,,,,,92,,18.7
2/1/2023 4:05,,,,,91,,18.6
2/1/2023 4:10,,,,,,,18.6
2/1/2023 4:15,,,,,91,,18.5
2/1/2023 4:20,,,,,92,,18.4
2/1/2023 4:30,,,,,,,18.4
2/1/2023 4:35,,,,,,,18.3
2/1/2023 4:40,,,,,,,18.2
2/1/2023 4:45,,,,,92,,
2/1/2023 4:50,,,,,93,,
2/1/2023 4:55,,,,,,,18.2
2/1/2023 5:00,,,,,,,18.1
2/1/2023 5:10,,,,,,,18.1
2/1/2023 5:15,,,,,,,18
2/1/2023 5:20,0,0,0,0,93,0,18
2/1/2023 5:21,,,,0,,,
2/1/2023 5:25,0,0,0,,93,0,17.9
2/1/2023 5:55,,,,,93,,17.9
2/1/2023 6:00,,,,,94,,18
2/1/2023 6:05,,,,,94,,18.1
2/1/2023 6:10,,,,,93,,18
2/1/2023 6:15,,,,,92,,17.9
2/1/2023 6:20,,,,,92,,17.8
2/1/2023 6:25,,,,,91,,17.8
2/1/2023 6:30,,,,,92,,17.7
2/1/2023 6:35,,,,,93,,17.6
2/1/2023 6:55,,,,,93,,17.6
2/1/2023 7:00,,,,,92,,17.5
2/1/2023 7:05,,,,,92,,17.3
2/1/2023 7:10,,,,,93,,17.4
2/1/2023 7:15,,,,,94,,17.5
2/1/2023 7:20,0,0,0,0,94,0,17.6
2/1/2023 7:21,,,,0,,,
2/1/2023 7:25,0,0,0,,94,0,17.7
2/1/2023 7:30,,,,,,,17.8
2/1/2023 7:35,,,,,94,,17.9
2/1/2023 7:40,,,,,93,,18.1
2/1/2023 7:45,,,,,90,,18.2
2/1/2023 7:50,,,,,88,,18.4
2/1/2023 7:55,,,,,86,,18.7
2/1/2023 8:00,,,,,85,,19
2/1/2023 8:05,,,,,84,0,19.3
2/1/2023 8:10,,,,,81,4,19.7
2/1/2023 8:15,,,,,80,6,19.9
2/1/2023 8:20,,,,,79,1,20.2
2/1/2023 8:25,0,,,,78,4,20.4
2/1/2023 8:30,0.7,,,,76,8,20.6
2/1/2023 8:35,0.8,,,,75,6,20.9
2/1/2023 8:40,1,,,,76,8,21.2
2/1/2023 8:45,1.1,,,,73,1,21.4
2/1/2023 8:50,1.2,,,,71,8,21.7
2/1/2023 8:55,1.3,,,,72,4,21.9
2/1/2023 9:00,1.5,,,,70,3,22.3
2/1/2023 9:05,1.6,,,,69,4,22.6
2/1/2023 9:10,1.7,0,,,68,8,22.8
2/1/2023 9:15,1.8,0.15,,,67,1,23.1
2/1/2023 9:20,1.8,0.15,0,0,67,3,23.2
2/1/2023 9:21,,,,0,,,
2/1/2023 9:25,1.9,0.15,0,,66,6,23.6
2/1/2023 9:30,2.1,,,,63,3,23.8
2/1/2023 9:35,2.2,,,,62,6,23.9
2/1/2023 9:40,2.3,,,,62,4,24.2
2/1/2023 9:45,2.3,,,,63,9,24.3
2/1/2023 9:50,2.4,,,,65,11,24.4
2/1/2023 9:55,2.5,,,,64,9,24.4
2/1/2023 10:00,2.4,,,,63,12,24.3
2/1/2023 10:05,2.5,,,,63,6,24.4
2/1/2023 10:10,2.5,0.15,,,64,14,24.4
2/1/2023 10:15,2.7,0.46,,,63,11,24.3
2/1/2023 10:20,2.7,,,,63,9,24.3
2/1/2023 10:25,3.1,,,,60,8,24.6
2/1/2023 10:30,3.5,,,,61,12,24.7
2/1/2023 10:35,3.7,,,,58,8,25.1
2/1/2023 10:40,3.7,,,,59,3,25.2
2/1/2023 10:45,3.8,,,,59,9,25.4
2/1/2023 10:50,3.1,,,,56,9,25.8
2/1/2023 10:55,4,,,,56,4,25.9
2/1/2023 11:00,4.1,,,,55,8,26
2/1/2023 11:05,4.2,,,,57,11,26.1
2/1/2023 11:10,3.4,0.46,,,54,1,26.3
2/1/2023 11:15,4.4,0.91,,,,11,
2/1/2023 11:20,4.5,0.91,0,0,54,8,26.3
2/1/2023 11:21,,,,0,,,
2/1/2023 11:25,4.6,0.91,0,,54,6,26.3
2/1/2023 11:30,4.4,,,,53,8,26.6
2/1/2023 11:35,2.9,,,,54,11,
2/1/2023 11:40,3.1,,,,,9,26.6
2/1/2023 11:45,3.3,,,,54,8,26.7
2/1/2023 11:50,,,,,53,12,27
2/1/2023 11:55,3.3,,,,53,12,26.9
2/1/2023 12:00,3.2,,,,54,9,26.7
2/1/2023 12:05,3.4,,,,,3,26.7
2/1/2023 12:10,3.5,0.91,,,,3,26.8
2/1/2023 12:15,4.3,1.35,,,,8,27.1
2/1/2023 12:20,4.5,,,,54,8,27.2
2/1/2023 12:25,3.7,,,,53,11,27.1
2/1/2023 12:30,3.4,,,,55,1,
2/1/2023 12:35,3.2,,,,54,8,
2/1/2023 12:40,3.1,,,,,1,27.1
2/1/2023 12:45,3.1,,,,54,3,27.2
2/1/2023 12:50,3,,,,53,6,27.2
2/1/2023 12:55,3,,,,54,9,27.4
2/1/2023 13:00,2.9,,,,53,6,27.5
2/1/2023 13:05,2.8,,,,55,3,27.6
2/1/2023 13:10,2.9,1.35,,,53,8,27.5
2/1/2023 13:15,3.2,1.68,,,53,9,27.6
2/1/2023 13:20,3.3,1.68,0,0,52,9,27.7
2/1/2023 13:21,,,,0,,,
2/1/2023 13:25,3.7,1.68,0,,54,4,27.8
2/1/2023 13:30,3.7,,,,53,9,27.9
2/1/2023 13:35,3.6,,,,52,6,28
2/1/2023 13:40,3.4,,,,,1,28.1
2/1/2023 13:45,3.4,,,,52,9,28.1
2/1/2023 13:50,3,,,,54,9,28.3
2/1/2023 13:55,3,,,,53,3,28.2
2/1/2023 14:00,3.3,,,,52,,28.3
2/1/2023 14:05,2.5,,,,,3,28.3
2/1/2023 14:10,2.9,1.68,,,,9,28.2
2/1/2023 14:15,2.9,2.01,,,,12,28.3
2/1/2023 14:20,3.3,,,,,3,28.2
2/1/2023 14:25,3.6,,,,,6,28.4
2/1/2023 14:30,2.9,,,,52,6,28.7
2/1/2023 14:35,2.4,,,,51,8,28.5
2/1/2023 14:40,3.2,,,,52,3,28.6
2/1/2023 14:45,3.1,,,,51,11,28.8
2/1/2023 14:50,2.4,,,,52,6,29.1
2/1/2023 14:55,2.2,,,,51,6,28.7
2/1/2023 15:00,2.1,,,,52,8,28.5
2/1/2023 15:05,2.4,,,,52,8,28.4
2/1/2023 15:10,2.3,2.01,,,53,1,28.7
2/1/2023 15:15,2.2,2.34,,,50,8,28.9
2/1/2023 15:20,1.9,2.34,0,0,50,11,29.1
2/1/2023 15:21,,,,0,,,
2/1/2023 15:25,1.7,2.34,0,,50,3,28.9
2/1/2023 15:30,1.5,,,,51,8,28.8
2/1/2023 15:35,1.4,,,,51,9,28.5
2/1/2023 15:40,1.6,,,,52,8,28.4
2/1/2023 15:45,1.5,,,,,6,28.6
2/1/2023 15:50,1.4,,,,,11,28.8
2/1/2023 15:55,1.3,,,,,8,28.9
2/1/2023 16:00,1.3,,,,52,8,
2/1/2023 16:05,1.2,,,,53,12,28.9
2/1/2023 16:10,1.1,2.34,,,54,11,28.8
2/1/2023 16:15,1,2.62,,,53,9,28.7
2/1/2023 16:20,0.9,,,,54,12,28.7
2/1/2023 16:25,0.8,,,,53,14,28.6
2/1/2023 16:30,0.7,,,,54,6,28.6
2/1/2023 16:35,0.6,,,,54,11,28.4
2/1/2023 16:40,0.5,,,,55,11,
2/1/2023 16:45,,,,,56,8,28.4
2/1/2023 16:50,0.5,,,,55,8,28.6
2/1/2023 16:55,0,,,,54,11,28.7
2/1/2023 17:00,,,,,54,3,28.5
2/1/2023 17:05,,,,,56,6,28.4
2/1/2023 17:10,,2.62,,,57,8,28.3
2/1/2023 17:15,,2.82,,,56,9,28.1
2/1/2023 17:20,0,2.82,0,0,57,9,28.1
2/1/2023 17:21,,,,0,,,
2/1/2023 17:25,0,2.82,0,,58,6,28
2/1/2023 17:30,,,,,59,12,27.9
2/1/2023 17:35,,,,,58,11,27.7
2/1/2023 17:40,,,,,59,9,27.5
2/1/2023 17:45,,,,,59,8,27.3
2/1/2023 17:50,,,,,60,6,27.2
2/1/2023 17:55,,,,,62,8,27
2/1/2023 18:00,,,,,63,6,26.8
2/1/2023 18:05,,,,,,8,26.6
2/1/2023 18:10,,2.82,,,,9,26.5
2/1/2023 18:15,,2.87,,,,8,26.3
2/1/2023 18:20,,,,,63,9,26.2
2/1/2023 18:25,,,,,62,8,26.1
2/1/2023 18:30,,,,,63,4,26.1
2/1/2023 18:35,,,,,,1,25.9
2/1/2023 18:40,,,,,63,1,25.8
2/1/2023 18:45,,,,,64,4,25.7
2/1/2023 18:50,,,,,,1,25.6
2/1/2023 18:55,,,,,,,25.6
2/1/2023 19:00,,,,,64,,25.4
2/1/2023 19:05,,,,,65,,25.4
2/1/2023 19:10,,2.87,,,,1,25.3
2/1/2023 19:15,,2.9,,,,3,25.2
2/1/2023 19:20,0,2.9,0,0,65,4,25.1
2/1/2023 19:21,,,,0,,,
2/1/2023 19:25,0,2.9,0,,65,1,25.1
2/1/2023 19:30,,,,,65,3,24.9
2/1/2023 19:35,,,,,66,0,24.9
2/1/2023 19:40,,,,,,,24.8
2/1/2023 19:45,,,,,,,24.7
2/1/2023 19:50,,,,,66,,24.7
2/1/2023 19:55,,,,,67,,24.6
2/1/2023 20:00,,,,,67,,24.6
2/1/2023 20:05,,,,,68,,24.4
2/1/2023 20:10,,2.9,,,,,24.4
2/1/2023 20:15,,2.92,,,68,,24.3
2/1/2023 20:20,,,,,69,,24.3
2/1/2023 20:25,,,,,69,,24.2
2/1/2023 20:30,,,,,73,,24.2
2/1/2023 20:35,,,,,75,,24
2/1/2023 20:40,,,,,75,,23.9
2/1/2023 20:45,,,,,76,,23.8
2/1/2023 20:50,,,,,76,,23.6
2/1/2023 20:55,,,,,75,,23.4
2/1/2023 21:00,,,,,76,,23.3
2/1/2023 21:05,,,,,75,,23.2
2/1/2023 21:10,,,,,77,,
2/1/2023 21:15,,,,,77,,
2/1/2023 21:20,0,2.92,0,0,80,0,23.2
2/1/2023 21:21,,,,0,,,
2/1/2023 21:25,0,2.92,0,,76,0,23.2
2/1/2023 21:30,,,,,76,,23.3
2/1/2023 21:35,,,,,75,,23.4
2/1/2023 21:40,,,,,74,,23.6
2/1/2023 21:45,,,,,,,23.8
2/1/2023 21:50,,,,,74,,23.8
2/1/2023 21:55,,,,,72,0,23.9
2/1/2023 22:00,,,,,73,1,24.1
2/1/2023 22:05,,,,,71,3,24.3
2/1/2023 22:10,,,,,71,1,24.6
2/1/2023 22:15,,,,,70,3,24.7
2/1/2023 22:20,,,,,,3,
2/1/2023 22:25,,,,,,1,
2/1/2023 22:30,,,,,70,1,24.7
2/1/2023 22:35,,,,,71,0,24.6
2/1/2023 22:40,,,,,71,,
2/1/2023 22:45,,,,,72,,24.6
2/1/2023 22:50,,,,,,,24.5
2/1/2023 22:55,,,,,,,24.4
2/1/2023 23:00,,,,,72,,24.3
2/1/2023 23:05,,,,,73,,
2/1/2023 23:10,,,,,73,,24.3
2/1/2023 23:15,,,,,74,,24.2
2/1/2023 23:20,0,2.92,0,,73,0,24.2
2/1/2023 23:21,,,,0,,,
2/1/2023 23:22,,,,0,,,
2/1/2023 23:25,0,2.92,0,,73,0,24.2
2/1/2023 23:30,,,,,73,,
2/1/2023 23:35,,,,,74,,
2/1/2023 23:50,,,,,,,24.2
2/1/2023 23:55,,,,,,,24.1
3/1/2023 0:00,,,,,74,,
3/1/2023 0:05,,,,,75,,24.1
3/1/2023 0:10,,2.92,,,75,,24
3/1/2023 0:15,,0,,,74,,23.9
3/1/2023 0:25,,,,,74,,
3/1/2023 0:30,,,,,73,,
3/1/2023 0:35,,,,,,,23.9
3/1/2023 0:40,,,,,,,24
3/1/2023 0:45,,,,,73,,24
3/1/2023 0:50,,,,,74,,23.9
3/1/2023 0:55,,,,,73,,23.9
3/1/2023 1:00,,,,,73,,24
3/1/2023 1:05,,,,,72,,
3/1/2023 1:10,,,,,72,0,24
3/1/2023 1:15,,,,,71,3,24.1
3/1/2023 1:20,0,0,0,0,70,8,24.1
3/1/2023 1:21,,,,0,,,
